App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
Angry Birds Classic,nan,nan,nan,nan
Angry Birds Classic,"Love it! Difficulty variable. Sometimes hard figure times seems easy. Everyone approaches puzzles differently ,so I think wh appeals wide audience.",Positive,0.133333333,0.595
Angry Birds Classic,nan,nan,nan,nan
Angry Birds Classic,"Lots fun! It's great able compete best players Earth! Well lots fun I got banned Mighty League. After 5 days I checked standing another device even though device I playing showed top 10 device showed anywhere all. It's like shadowbanned, think playing really not. I never complained ""freeze"" I finally figured part game learned play around it. Unfortunately little different. The main reason us play able compete best players world. When go work going minor leagues get play 5 days, takes lot fun it. I also noticed there's lot accounts months even years dozens dozens placings top hundred higher. Are accounts allowed stay they're buying power ups rather watching videos older updates? Sure would nice get answer...",Positive,0.335037879,0.502525253
Angry Birds Classic,"It much addicted game me, I really enjoy playing graphics controling awesome. But since weeks I problems I entering league, I start playing, always get stopped suddenly work anymore, I need close game restart it. Kindly fix problem asap.",Positive,0.114285714,0.614285714
Angry Birds Classic,"Used love game, never problem even started using ads it, recently, freezes every time I play it. Fed restart game start level. If sorted soon uninstalling it!!",Negative,-0.13125,0.4125
Angry Birds Classic,"Well THAT mistake. On part, Rovio. Giving popup asking rate moments popped 30—second uncloseable ad MIDDLE OF MY GAME. Fun game, ads maddening ENORMOUSLY detract enjoyment game. It used significantly better. Make better again, Rovio.",Positive,0.0125,0.4125
Angry Birds Classic,"Awful, game completely changed ruined game. Example, YOU CAN'T EVEN CLEAR ONE OF THE GOLDEN EGG LEVELS! Plus I BUY levels in-game currency, WHAT THE HECK! This amazing game ruined. Rovio needs let franchise die, install...",Negative,-0.11640625,0.547916667
Angry Birds Classic,I game couple weeks. But scam. It freezes time conveniently almost every time I spend money buy something. I wanted love many bugs way many!,Positive,0.30625,0.5
Angry Birds Classic,nan,nan,nan,nan
Angry Birds Classic,nan,nan,nan,nan
Angry Birds Classic,"It video Ads every two levels. It distracting otherwise good game. I used play spend hours levels; however, Ads become prominent.",Positive,0.266666667,0.666666667
Angry Birds Classic,"This first game I played I kid, changed it? Just keep like used be. I hate get stars go levels YOU HAVE TO GO IN ORDER! Fix classic one, I'll happy mighty eagle league? If put classic back childhood ruined.",Positive,0.047916667,0.483333333
Angry Birds Classic,"This game cool, challenging challenging games make want throw phone window, birds Rovio gave sometimes really weak much damage fortresses pigs built. Rovio, want everybody say make aggervating raging games ever?",Positive,0.129166667,0.645833333
Angry Birds Classic,Love game freezes. When running I love playing game however freeze mid shot frustrating especially used power ups. I debating I continue play half great half frustrating.,Negative,-0.012121212,0.534848485
Angry Birds Classic,"Just lost powerups, stars, gems coins, everything went zero. Don't bother many damn bugs",Positive,0.5,0.5
Angry Birds Classic,"It's fun game, would much fun would quit freezing wasting special items. It also deleted background colors things I unlocked game.",Positive,0.031428571,0.354285714
Angry Birds Classic,"While fun play, I dont appreciate stars unlock every level, complete worlds order AND stars again. This game expects much grinding casual players myself. Otherwise, gameplay quite unique graphics well done.",Positive,0.0125,0.511111111
Angry Birds Classic,nan,nan,nan,nan
Angry Birds Classic,I rating negative 1. I FED UP freezing issues!! Come on! This would 5 plus freezing constantly!,Negative,-0.29296875,0.366666667
Angry Birds Classic,"The shameless marketing game stupid. I loved game, can't even unlock new levels without getting stars, may end pay for. It's sad much money trying mooch people",Negative,-0.151948052,0.607792208
Angry Birds Classic,What done it? Can't play episodes unlocked first! What's about? I used able play several. Too many adverts & I paid removed. Not good,Positive,0.1925,0.411666667
Angry Birds Classic,Uninstalling! LITERALLY WAAAAYYYYY TOO MANY ADS. DO YOU ALL THINK THIS FUN FOR PEOPLE? IT'S LITERALLY SOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO ANNOYING. BESIDES WHO TOLD Y'ALL I GOT MB TO WASTE WATCHING ADS?,Negative,-0.05,0.4
Angry Birds Classic,nan,nan,nan,nan
Angry Birds Classic,nan,nan,nan,nan
Angry Birds Classic,I've always loved angry birds. But last update broke game. Freezes ALL time. Reinstalling fix problem.,Negative,-0.05,0.566666667
Angry Birds Classic,nan,nan,nan,nan
Angry Birds Classic,nan,nan,nan,nan
Angry Birds Classic,Installed updates seem tested enough. Freezes least every time I log on. FREEZES MULTIPLE TIMES. WASTES REWARDS. DECIDED TO STOP PLAYING. Shut 5 times row. Hoped problems fixed BUT,Negative,-0.08,0.22
Angry Birds Classic,Please make ad free version. I pay ads. There many drive crazy. But start showing I well game. They're bad enough make stop playing though.,Negative,-0.133333333,0.627777778
Angry Birds Classic,This game many ads option turn almost unplayable keeps stopping every level play 30 second video add extremely frustrating.,Negative,-0.14,0.5
Angry Birds Classic,"I'm absolutely APPALLED family type game would advertisements like ""Kick Buddy""!!! I'm truly disgusted. Such shame family enjoy game can't.",Negative,-0.430208333,0.633333333
Angry Birds Classic,I tried tried get help Rovio mighty league game freezes mid play responds. Cute game ruined glitches constant commercials games. Shame great fun game ruined company.,Positive,0.088888889,0.487037037
Angry Birds Classic,"So many ads!!! It's great play bit eventually watching 30 second ad every two three attempts. It's frustrating, I stopped playing altogether.",Positive,0.344140625,0.5375
Angry Birds Classic,"Way many videos , many ads . I hate try force players watch video listen ads , soon pops I make disappear I continue playing game , also times game freezes sooo annoying soon I delete , second time playing game last.",Negative,-0.2,0.451851852
Angry Birds Classic,The gameplay really good game keeps hanging every time powers wasted every time hangs.. It's really irritating times.,Negative,-0.075,0.45
Angry Birds Classic,I hate This Game used Fun well I hate LIKE SPENDING STARS TO PLAY happened please remove having get stars play levels get stars unlock episodes miss old days,Negative,-0.32,0.52
Angry Birds Classic,"Remember game came out, paid 99 cents addicted. Got mom addicted too. Going fun. Hope still good!",Negative,-0.005,0.48
Angry Birds Classic,"I like finish whole Section Of Angry Birds Before Doing A Different . I Liked How They Used To Let You Do Differents Levels At Once, Please Change It Back.",Positive,0.06,0.56
Angry Birds Classic,Love game! So addictive! One thing I Don't like keeps freezing mighty league I lose points boosters I used. Please fix I delete!,Positive,0.125,0.7
Angry Birds Classic,"There's ads game time. Some ads meant 6yr olds eyes anyways. It's game I understand, I downloaded Angry Birds Angry Ads. Adding BEER ads?? Seriously supposed kids???",Negative,-0.426666667,0.693333333
Angry Birds Classic,"Great game useless. Freezes constantly. Takes long time get back were, freezes again. Ridiculous try play it. Uninstall try day maybe",Negative,-0.069047619,0.44047619
Angry Birds Classic,Another game pop ups. Give break. Fun many ads way exit them. Done games like this.,Positive,0.133333333,0.366666667
Angry Birds Classic,I hate boring ads. If I wanted games I would've played them... ..and finally uninstall.,Negative,-0.6,0.966666667
Angry Birds Classic,Ruined ads. Used fun ads expected degree. Offer paid version let us ad free game improve rate ads displayed please. Uninstalling.,Positive,0.05,0.45
Angry Birds Classic,"Not classic. If like watching ads playing, game you. Ridiculous amount ads. Uninstalling today.",Negative,-0.272222222,0.522222222
Angry Birds Classic,Is really good game wasting time. I like able buy using real money aspect games using. Too easy people get trouble.,Positive,0.205555556,0.493055556
Angry Birds Classic,I love Angry Birds. But stupid u stars unlock next challenge. Uninstalling never playing again.,Negative,-0.2,0.65
Angry Birds Classic,Awesome.... I love fact birds powers. All unique features kind. If birds would game would boring.,Positive,0.179166667,0.816666667
Angry Birds Classic,nan,nan,nan,nan
Angry Birds Classic,Great game. But I would like buy get ads-free. The ads low quality frequent.,Positive,0.125,0.4375
Angry Birds Classic,nan,nan,nan,nan
Angry Birds Classic,"This ad circus, obnoxious. Also ad free version, really tacky trashy experience.",Positive,0.3,0.5
Angry Birds Classic,Disappointing I first played best games I ever played everything add pop up...please take ads make awesome game again.,Positive,0.25,0.546666667
Angry Birds Classic,Nothing ad riddled garbage. Used fun pay-to-play waste time obscene number ads. No thanks!,Negative,-0.008333333,0.133333333
Angry Birds Classic,Used love paid version avoid ads. Now I No option buy get rid ads. Shame,Positive,0.5,0.6
Angry Birds Classic,"Please improve game. 1. LESS damage angry birds 2. 2. Cannot Red's ability. 3. Takes roughly 2 minutes load. 4. This game boring, It 15 levels each. But I uninstall game.",Negative,-0.370833333,0.458333333
Angry Birds Classic,nan,nan,nan,nan
Angry Birds Classic,nan,nan,nan,nan
Angry Birds Classic,nan,nan,nan,nan
Angry Birds Classic,I love game points pay ability aim?? Such shame. It's quickly becoming annoying.,Negative,-0.05,0.65
Angry Birds Classic,Too many adverts mighty league keeps crashing freezing impressed I got sick freezing uninstalled,Positive,0.296428571,0.814285714
Angry Birds Classic,"This probably last time I uninstall. The game become unplayable freezes every time I open it. A casual internet search pulls literally hundreds perhaps thousands similar complaints formerly devoted users stating game often crashes like mine-just ad beginning. This get advertiser's attention directly translates tangible percentage ad buys tossed black hole Rovio repeatedly demonstrated unable unwilling adequately address. Glance Rovio's stock history seems bankruptcy may well near horizon. Hopefully new owner emerge ready provide quality everyone involved. Finally, fairness I add I harbor ill towards developers. Clearly, exceptionally skilled craft. Unfortunately, skill set always include business matters.",Negative,-0.105103668,0.518660287
Angry Birds Classic,nan,nan,nan,nan
Angry Birds Classic,I'm really sick games have/show exit without rebooting phone. YOU SUCK!,Negative,-0.892857143,0.857142857
Angry Birds Classic,"The ads ruin gameplay. A couple years ago I played lot Angry Birds. I stopped it, month ago, installed again. It shocking see amount ads. One level, advert. This consumed 6 GB internet plan half month. In way fun, annoying. I thinking uninstall.",Negative,-0.433333333,0.653333333
Angry Birds Classic,I used enjoy angry birds seems put back seat promote newer versions. There adds I remember new get stars unlock new levels system really sucks. Now I get least two stars level avoid lose. The reason I rating star levels still quite enjoyable however I often find struggling enjoy fact desperation get stars. In conclusion I recommend game I stand things improved.,Positive,0.007272727,0.460909091
Angry Birds Classic,Used love old version. One adventure another without 30 second commercial breaks... plain fun. Now pain Play... unfortunately.,Positive,0.026530612,0.336734694
Angry Birds Classic,nan,nan,nan,nan
Angry Birds Classic,The game freezing levels makes restart device every time. Still fun!,Negative,-0.0125,0.3
Angry Birds Classic,"stars finished, I CAN'T play further, mighty eagle costly safe way purchase mighty eagle get stars play... I want play unconditionally. game gross.",Positive,0.15,0.533333333
Angry Birds Classic,I like game OK however manipulative tactics controls gitch me.. guide toward self maker rewards many times small overlooked given.,Positive,0.0875,0.45
Angry Birds Classic,The game gets stuck sometimes I hate ads. Apart good game,Negative,-0.225,0.575
Angry Birds Classic,"What wonderful, classic game. Unfortunately, today's Rovio crams ads clickables game actual game. In opinion, Rovio ruined fantastic game corporate greed.",Negative,-0.053333333,0.476666667
Angry Birds Classic,Often times bonus scope aimer get viewing short video work tap view video. Same goes several helpers.,Neutral,0,0.141666667
Angry Birds Classic,"Way many ads. I remember Angry Birds first came fun. Now nothing constant ads forced videos timers proceed. Makes game virtually unplayable, I've uninstalled it. A shame, too. But I'm going held hostage ads videos. Bad enough YouTube it. And Rovio YouTube.",Negative,-0.125,0.483333333
Angry Birds Classic,nan,nan,nan,nan
Angry Birds Classic,nan,nan,nan,nan
Angry Birds Classic,"Good job Rovio, good job joining pay play band wagon.... I mind ads add cliche pay win features like coins gems? Why?.... Disappointing... But I doubt company would ever change game well, money pays bills right....i doubt company guys even look feedback reviews otherwise would never strayed darkside free play.",Positive,0.266666667,0.583333333
Angry Birds Classic,"The ""Mighty League"" part unplayable. It constantly freezes. After close everything start freeze again. Rovio known years care less. Don't waste time",Negative,-0.073333333,0.4
Angry Birds Classic,nan,nan,nan,nan
Angry Birds Classic,"What happened? This fun games I really enjoyed. Now different free says. Now adds. Way many adds, adds adds adds never ending adds whats point playing I'm reading adds??? I quit working sorry gotten us .",Positive,0.2,0.633333333
Angry Birds Classic,nan,nan,nan,nan
Angry Birds Classic,It crashes lot freezes every minute. Can't even finish game without restart app. So many wasted coins upgrades bought never used freezing. Kindly fix please.,Positive,0.125,0.45
Angry Birds Classic,"You know games worry life left, angry birds worry round forced see another terrible ad... Hate them! Love game tho.",Negative,-0.3625,0.5625
Angry Birds Classic,"This would great freeze time. And conveniently coincidentally tends freeze right I've activated booster, i.e. shooting scope. Then comes back life 5 mins up. Makes waste time. There's update pending. I'm almost point I done",Positive,0.221428571,0.321428571
Angry Birds Classic,"Buggy, league crashes lot. Tired game crash I'm win level I spent buffs on. A game I play sound turned suddenly blast unsolicited ad sound full volume. It's embarrassing annoying everyone else earshot. Great game terrible intrusive ads. Worst I hit level bird slingshot close top screen I intermittently get tip pinky pull bird rather scrolling play area. Tough win level I'm constantly dropping birds.",Negative,-0.046604938,0.553703704
Angry Birds Classic,"Update June '18: I hate ads. I hate ads. I hate ads. The ads gotten worse. They're longer way puzzles. But, many video ads levels can't skipped seconds. INCREDIBLY annoying. I took another star them. Original review: Love game. Would 5 stars, ads get way puzzles.",Negative,-0.291666667,0.716666667
Angry Birds Classic,"When I first downloaded worked great. Now ever since updates freezes play I get power game stops working I get start over. Since started I get demoted go group I was. I freezes starts scoring, I get power ups.",Positive,0.216666667,0.494444444
Angry Birds Classic,I Love game BUT something wrong causes game lock repeatedly phone (Samsung S8+). I lost many purchased powerups due freezing. Very frustrating,Negative,-0.135,0.596428571
Angry Birds Classic,"Why league games freezes using power birds. Also, I kick butt scoring, freezes give scoring. I really enjoying game, anymore.... It's frustrating now. The thing I like, I something I get it. Examples, days I receive extra coins round daily eggs",Negative,-0.083333333,0.4
Angry Birds Classic,"I love game. The ads however, suck. Their placement horrible distracting causes obstuctions. Fix Update: I change rating. Anytime I make progress, game freezes. It's frustrating",Negative,-0.34,0.66
Angry Birds Classic,"Fun game but, OMG, ads. Takes lot practice but, dammit, stupid ads. Just think really getting hang it, ready stupid repetitive ads. When think may able stomach ads, get ready megaload. Oh, I mention game takes almost much time ads. If ain't broke, throw ads is. Get used hanging needing restarted, too. Rovio substituted game developers admongers. Greed!",Negative,-0.129166667,0.472916667
Angry Birds Classic,Same stupid candy crush ads every time. Everyone knows game either like hate it. It's stupid fun. Were candy crush ads damn time I would play stupid game instead I deleting it. Get new sponsors retards.,Negative,-0.446363636,0.647954545
Angry Birds Classic,"Latest version freezes earned power ups used, basically stealing valuable assets. Needs new update fix. UPDATE: After six months, battling freezeup problem, Rovio told essence ""TOUGH LUCK"", We going fix problem. In light this, I must change initially favorable review SAVE YOUR MONEY! Rovio customer title, real value customers. If Rovio contacts kind cure problem. I update review.",Positive,0.206782107,0.583982684
Angry Birds Classic,"I've lost many power ups due freezing screens, they're innumerable. Love game seriously pisses off. Not phone, game happens on. Samsung galaxy edge 7. Shouldn't happen.",Negative,-0.043055556,0.490277778
Angry Birds Classic,"heard Angry Birds starting 8 years ago so. never played before. week maybe. turns like !!! much so, also AB Pop, AB2 !!! thanks",Positive,0.02265625,0.375
Angry Birds Classic,This favorite games ever! But recently every single time I play FREEZES UP get fixed soon I unfortunately stop even trying play anymore going make extremely upset! The game updated today I thought going it...but nope sure didn't! I disappointed right now!,Negative,-0.017053571,0.623888889
Angry Birds Classic,Love game every 1 min game play watch 2 min ads..This sucks game locks ads also. Most time I get upset stop ads #ucking game play,Negative,-0.128571429,0.428571429
Angry Birds Classic,"I used love game changed it, I can't play original levels anymore. The Mighty League boring. Ever since angry birds sold games gone downhill fast.",Negative,-0.060714286,0.75
Angry Birds Classic,nan,nan,nan,nan
Angry Birds Classic,"Love it! Difficulty variable. Sometimes hard figure times seems easy. Everyone approaches puzzles differently ,so I think wh appeals wide audience.",Positive,0.133333333,0.595
Angry Birds Classic,nan,nan,nan,nan
Angry Birds Classic,"Lots fun! It's great able compete best players Earth! Well lots fun I got banned Mighty League. After 5 days I checked standing another device even though device I playing showed top 10 device showed anywhere all. It's like shadowbanned, think playing really not. I never complained ""freeze"" I finally figured part game learned play around it. Unfortunately little different. The main reason us play able compete best players world. When go work going minor leagues get play 5 days, takes lot fun it. I also noticed there's lot accounts months even years dozens dozens placings top hundred higher. Are accounts allowed stay they're buying power ups rather watching videos older updates? Sure would nice get answer...",Positive,0.335037879,0.502525253
Angry Birds Classic,"It much addicted game me, I really enjoy playing graphics controling awesome. But since weeks I problems I entering league, I start playing, always get stopped suddenly work anymore, I need close game restart it. Kindly fix problem asap.",Positive,0.114285714,0.614285714
Angry Birds Classic,"Used love game, never problem even started using ads it, recently, freezes every time I play it. Fed restart game start level. If sorted soon uninstalling it!!",Negative,-0.13125,0.4125
Angry Birds Classic,"Well THAT mistake. On part, Rovio. Giving popup asking rate moments popped 30—second uncloseable ad MIDDLE OF MY GAME. Fun game, ads maddening ENORMOUSLY detract enjoyment game. It used significantly better. Make better again, Rovio.",Positive,0.0125,0.4125
Angry Birds Classic,"Awful, game completely changed ruined game. Example, YOU CAN'T EVEN CLEAR ONE OF THE GOLDEN EGG LEVELS! Plus I BUY levels in-game currency, WHAT THE HECK! This amazing game ruined. Rovio needs let franchise die, install...",Negative,-0.11640625,0.547916667
Angry Birds Classic,I game couple weeks. But scam. It freezes time conveniently almost every time I spend money buy something. I wanted love many bugs way many!,Positive,0.30625,0.5
Angry Birds Classic,great fun. I love times loading I must reboot phone free apps. Also freezes frequently. Beautiful game otherwise still favorite mine. Hope fix glitches. Thank you!,Positive,0.439285714,0.678571429
Angry Birds Classic,"This game freezes time league mode, I lost countless power ups cant even finish levels due freezing. It happens time. I huge fan game ruined.",Negative,-0.105,0.515
Angry Birds Classic,"It video Ads every two levels. It distracting otherwise good game. I used play spend hours levels; however, Ads become prominent.",Positive,0.266666667,0.666666667
Angry Birds Classic,"This first game I played I kid, changed it? Just keep like used be. I hate get stars go levels YOU HAVE TO GO IN ORDER! Fix classic one, I'll happy mighty eagle league? If put classic back childhood ruined.",Positive,0.047916667,0.483333333
Angry Birds Classic,"This game cool, challenging challenging games make want throw phone window, birds Rovio gave sometimes really weak much damage fortresses pigs built. Rovio, want everybody say make aggervating raging games ever?",Positive,0.129166667,0.645833333
Angry Birds Classic,Love game freezes. When running I love playing game however freeze mid shot frustrating especially used power ups. I debating I continue play half great half frustrating.,Negative,-0.012121212,0.534848485
Angry Birds Classic,nan,nan,nan,nan
Angry Birds Classic,"Way many ads. I remember Angry Birds first came fun. Now nothing constant ads forced videos timers proceed. Makes game virtually unplayable, I've uninstalled it. A shame, too. But I'm going held hostage ads videos. Bad enough YouTube it. And Rovio YouTube.",Negative,-0.125,0.483333333
Angry Birds Classic,nan,nan,nan,nan
Angry Birds Classic,"Update June '18: I hate ads. I hate ads. I hate ads. The ads gotten worse. They're longer way puzzles. But, many video ads levels can't skipped seconds. INCREDIBLY annoying. I took another star them. Original review: Love game. Would 5 stars, ads get way puzzles.",Negative,-0.291666667,0.716666667
Angry Birds Classic,"Why league games freezes using power birds. Also, I kick butt scoring, freezes give scoring. I really enjoying game, anymore.... It's frustrating now. The thing I like, I something I get it. Examples, days I receive extra coins round daily eggs",Negative,-0.083333333,0.4
Angry Birds Classic,nan,nan,nan,nan
Angry Birds Classic,"What happened? This fun games I really enjoyed. Now different free says. Now adds. Way many adds, adds adds adds never ending adds whats point playing I'm reading adds??? I quit working sorry gotten us .",Positive,0.2,0.633333333
Angry Birds Classic,"Wow! So much hate towards casual game! I see bad I've led believe. So far, I experienced issues turned off. Crossing fingers hoping next update put bugs back.",Negative,-0.163888889,0.637037037
Angry Birds Classic,nan,nan,nan,nan
Angry Birds Classic,It crashes lot freezes every minute. Can't even finish game without restart app. So many wasted coins upgrades bought never used freezing. Kindly fix please.,Positive,0.125,0.45
Angry Birds Classic,"You know games worry life left, angry birds worry round forced see another terrible ad... Hate them! Love game tho.",Negative,-0.3625,0.5625
Angry Birds Classic,"This would great freeze time. And conveniently coincidentally tends freeze right I've activated booster, i.e. shooting scope. Then comes back life 5 mins up. Makes waste time. There's update pending. I'm almost point I done",Positive,0.221428571,0.321428571
Angry Birds Classic,"When I first downloaded worked great. Now ever since updates freezes play I get power game stops working I get start over. Since started I get demoted go group I was. I freezes starts scoring, I get power ups.",Positive,0.216666667,0.494444444
Angry Birds Classic,"I love game. The ads however, suck. Their placement horrible distracting causes obstuctions. Fix Update: I change rating. Anytime I make progress, game freezes. It's frustrating",Negative,-0.34,0.66
Angry Birds Classic,"Fun game but, OMG, ads. Takes lot practice but, dammit, stupid ads. Just think really getting hang it, ready stupid repetitive ads. When think may able stomach ads, get ready megaload. Oh, I mention game takes almost much time ads. If ain't broke, throw ads is. Get used hanging needing restarted, too. Rovio substituted game developers admongers. Greed!",Negative,-0.129166667,0.472916667
Angry Birds Classic,"I've lost many power ups due freezing screens, they're innumerable. Love game seriously pisses off. Not phone, game happens on. Samsung galaxy edge 7. Shouldn't happen.",Negative,-0.043055556,0.490277778
Angry Birds Classic,"The ""Mighty League"" part unplayable. It constantly freezes. After close everything start freeze again. Rovio known years care less. Don't waste time",Negative,-0.073333333,0.4
Angry Birds Classic,"This first game I played I kid, changed it? Just keep like used be. I hate get stars go levels YOU HAVE TO GO IN ORDER! Fix classic one, I'll happy mighty eagle league? If put classic back childhood ruined.",Positive,0.047916667,0.483333333
Angry Birds Classic,"heard Angry Birds starting 8 years ago so. never played before. week maybe. turns like !!! much so, also AB Pop, AB2 !!! thanks",Positive,0.02265625,0.375
Angry Birds Classic,"While fun play, I dont appreciate stars unlock every level, complete worlds order AND stars again. This game expects much grinding casual players myself. Otherwise, gameplay quite unique graphics well done.",Positive,0.0125,0.511111111
Angry Birds Classic,"I used love game changed it, I can't play original levels anymore. The Mighty League boring. Ever since angry birds sold games gone downhill fast.",Negative,-0.060714286,0.75
Angry Birds Classic,nan,nan,nan,nan
Angry Birds Classic,nan,nan,nan,nan
Angry Birds Classic,nan,nan,nan,nan
Angry Birds Classic,"Well THAT mistake. On part, Rovio. Giving popup asking rate moments popped 30—second uncloseable ad MIDDLE OF MY GAME. Fun game, ads maddening ENORMOUSLY detract enjoyment game. It used significantly better. Make better again, Rovio.",Positive,0.0125,0.4125
Angry Birds Classic,I game couple weeks. But scam. It freezes time conveniently almost every time I spend money buy something. I wanted love many bugs way many!,Positive,0.30625,0.5
Angry Birds Classic,great fun. I love times loading I must reboot phone free apps. Also freezes frequently. Beautiful game otherwise still favorite mine. Hope fix glitches. Thank you!,Positive,0.439285714,0.678571429
Angry Birds Classic,nan,nan,nan,nan
Angry Birds Classic,nan,nan,nan,nan
Angry Birds Classic,"Angry Birds used game could tap play heart's content. Now gone fee-to-pay (sic) -- read reviews see well received. Not well understatement. I'd say more, gain 50 stars read new paragraph. Meanwhile, watch unskippable half-minute-long ads.",Negative,-0.065909091,0.588636364
Angry Birds Classic,"Just lost powerups, stars, gems coins, everything went zero. Don't bother many damn bugs",Positive,0.5,0.5
Angry Birds Classic,"This joke, right? Where angry birds I used play years ago? I need get old APK... This nothing like ""classic"" angry birds, call like that.",Negative,-0.08952381,0.58047619
Angry Birds Classic,"Way many videos , many ads . I hate try force players watch video listen ads , soon pops I make disappear I continue playing game , also times game freezes sooo annoying soon I delete , second time playing game last.",Negative,-0.2,0.451851852
Angry Birds Classic,"MAN, THEY RUINED THE ORIGINAL WITH ALL THESE STUPID UPDATES 1.YOU CANT JUST SKIP TO A RANDOM EPISODE YOU HAVE TO DO IT IN ORDER 2.THE KING PIG TOY DOESN'T WORK ANYMORE 3.YOU NEED STARD TO GO TO THE NEXT LEVEL!",Negative,-0.23125,0.5625
Angry Birds Classic,"The ads ruin gameplay. A couple years ago I played lot Angry Birds. I stopped it, month ago, installed again. It shocking see amount ads. One level, advert. This consumed 6 GB internet plan half month. In way fun, annoying. I thinking uninstall.",Negative,-0.433333333,0.653333333
Angry Birds Classic,I rating negative 1. I FED UP freezing issues!! Come on! This would 5 plus freezing constantly!,Negative,-0.29296875,0.366666667
Angry Birds Classic,"It video Ads every two levels. It distracting otherwise good game. I used play spend hours levels; however, Ads become prominent.",Positive,0.266666667,0.666666667
Angry Birds Classic,nan,nan,nan,nan
Angry Birds Classic,I Love game BUT something wrong causes game lock repeatedly phone (Samsung S8+). I lost many purchased powerups due freezing. Very frustrating,Negative,-0.135,0.596428571
Angry Birds Classic,Uninstalling! LITERALLY WAAAAYYYYY TOO MANY ADS. DO YOU ALL THINK THIS FUN FOR PEOPLE? IT'S LITERALLY SOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO ANNOYING. BESIDES WHO TOLD Y'ALL I GOT MB TO WASTE WATCHING ADS?,Negative,-0.05,0.4
Angry Birds Classic,nan,nan,nan,nan
Angry Birds Classic,"Great game useless. Freezes constantly. Takes long time get back were, freezes again. Ridiculous try play it. Uninstall try day maybe",Negative,-0.069047619,0.44047619
Angry Birds Classic,"It much addicted game me, I really enjoy playing graphics controling awesome. But since weeks I problems I entering league, I start playing, always get stopped suddenly work anymore, I need close game restart it. Kindly fix problem asap.",Positive,0.114285714,0.614285714
Angry Birds Classic,"Lots fun! It's great able compete best players Earth! Well lots fun I got banned Mighty League. After 5 days I checked standing another device even though device I playing showed top 10 device showed anywhere all. It's like shadowbanned, think playing really not. I never complained ""freeze"" I finally figured part game learned play around it. Unfortunately little different. The main reason us play able compete best players world. When go work going minor leagues get play 5 days, takes lot fun it. I also noticed there's lot accounts months even years dozens dozens placings top hundred higher. Are accounts allowed stay they're buying power ups rather watching videos older updates? Sure would nice get answer...",Positive,0.335037879,0.502525253
Angry Birds Classic,"It went downhill. Ads pop-up frequently, making unenjoyable. Instead winning items, everything buy. Pop-ups tell unlock things, plays advertisements they're never unlocked.",Positive,0.3,0.525
Angry Birds Classic,My regret perfectionist I keep trying perfect level moving onto next. It's meant I'm still working first set levels.,Positive,0.416666667,0.444444444
Angry Birds Classic,"Latest version freezes earned power ups used, basically stealing valuable assets. Needs new update fix. UPDATE: After six months, battling freezeup problem, Rovio told essence ""TOUGH LUCK"", We going fix problem. In light this, I must change initially favorable review SAVE YOUR MONEY! Rovio customer title, real value customers. If Rovio contacts kind cure problem. I update review.",Positive,0.206782107,0.583982684
Angry Birds Classic,Every time I power game freezes! Its damn conspiracy! I blown much money wasted here! So disappointing,Negative,-0.31875,0.325
Angry Birds Classic,Love game! So addictive! One thing I Don't like keeps freezing mighty league I lose points boosters I used. Please fix I delete!,Positive,0.125,0.7
Angry Birds Classic,I like game OK however manipulative tactics controls gitch me.. guide toward self maker rewards many times small overlooked given.,Positive,0.0875,0.45
Angry Birds Classic,"So many ads!!! It's great play bit eventually watching 30 second ad every two three attempts. It's frustrating, I stopped playing altogether.",Positive,0.344140625,0.5375
Angry Birds Classic,Same stupid candy crush ads every time. Everyone knows game either like hate it. It's stupid fun. Were candy crush ads damn time I would play stupid game instead I deleting it. Get new sponsors retards.,Negative,-0.446363636,0.647954545
Angry Birds Classic,I've always loved angry birds. But last update broke game. Freezes ALL time. Reinstalling fix problem.,Negative,-0.05,0.566666667
Angry Birds Classic,"Used love game, never problem even started using ads it, recently, freezes every time I play it. Fed restart game start level. If sorted soon uninstalling it!!",Negative,-0.13125,0.4125
Angry Birds Classic,Disappointing I first played best games I ever played everything add pop up...please take ads make awesome game again.,Positive,0.25,0.546666667
Angry Birds Classic,Love game every 1 min game play watch 2 min ads..This sucks game locks ads also. Most time I get upset stop ads #ucking game play,Negative,-0.128571429,0.428571429
Angry Birds Classic,"Updated ""fix"" bugs. Actually causes bugs. Cannot play game without constantly locking up. Total waste now. Won't play fixed. No excuse this. Four months later still fix. I'm installing.",Negative,-0.059375,0.229166667
Angry Birds Classic,The gameplay really good game keeps hanging every time powers wasted every time hangs.. It's really irritating times.,Negative,-0.075,0.45
Angry Birds Classic,"Remember game came out, paid 99 cents addicted. Got mom addicted too. Going fun. Hope still good!",Negative,-0.005,0.48
Angry Birds Classic,Love game freezes. When running I love playing game however freeze mid shot frustrating especially used power ups. I debating I continue play half great half frustrating.,Negative,-0.012121212,0.534848485
Angry Birds Classic,Freezes now. New update nothing! Was love horrible play. Just plan waste space.,Negative,-0.132386364,0.513636364
